,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.),brightness_avg_perceived
511,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Two elevations of meeting house)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1960,Ink and graphite on tracing paper,"12 x 24 11/16"" (30.5 x 62.7 cm)",Gift of the architect,417.1964,Architecture,Architecture & Design,1964-04-14,Y,587,http://www.moma.org/collection/works/587,http://www.moma.org/media/W1siZiIsIjY1MzgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c15338dc29452c3e,,,,17.7,,,46.3,,,222.82116612718798
512,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Perspective of hostels",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Charcoal and crayon on tracing paper,"18 x 20"" (45.7 x 50.8 cm)",Gift of the architect,417.1967,Architecture,Architecture & Design,1967-04-11,Y,588,http://www.moma.org/collection/works/588,http://www.moma.org/media/W1siZiIsIjY1MzkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=205615a5fed4478f,,,,45.7,,,50.8,,,190.39476646179153
513,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Elevation of meeting house)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1960,Ink on tracing paper,"12 x 21 3/4"" (30.5 x 55.2 cm)",Gift of the architect,418.1964,Architecture,Architecture & Design,1964-04-14,Y,589,http://www.moma.org/collection/works/589,http://www.moma.org/media/W1siZiIsIjY1NTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=35fe4c7a4c93a962,,,,30.5,,,55.2,,,226.78467889629172
514,"Sher-e-Bangla Nagar, Capital of Bangladesh, Dhaka, Bangladesh, Sketch of light elements for hostels",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Charcoal on tracing paper,"17 3/4 x 19 1/2"" (45.1 x 49.5 cm)",Gift of the architect,418.1967,Architecture,Architecture & Design,1967-04-11,Y,590,http://www.moma.org/collection/works/590,http://www.moma.org/media/W1siZiIsIjY1NTMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=410117e1668028f8,,,,45.1,,,49.5,,,183.85121849742015
515,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Two elevations of meeting house)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1960,Ink on tracing paper,"12 x 18"" (30.5 x 45.7 cm)",Gift of the architect,419.1964,Architecture,Architecture & Design,1964-04-14,Y,591,http://www.moma.org/collection/works/591,http://www.moma.org/media/W1siZiIsIjY1NjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=ef20f20744fe0e82,,,,11.4,,,40.6,,,215.4737793808295
516,"Indian Institute of Management, Ahmedabad, India, Plan sketches of clssroom building",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Charcoal on tracing paper,"9 1/2 x 17 1/2"" (24.1 x 44.5 cm)",Gift of the architect,419.1967,Architecture,Architecture & Design,1967-04-11,Y,592,http://www.moma.org/collection/works/592,http://www.moma.org/media/W1siZiIsIjY1NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=26e00da576dc0faf,,,,24.1,,,44.5,,,194.2423962303318
517,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Elevation of laboratory)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),c. 1961,Ink and graphite on tracing paper,"12 x 31"" (30.5 x 78.7 cm)",Gift of the architect,420.1964,Architecture,Architecture & Design,1964-04-14,Y,593,http://www.moma.org/collection/works/593,http://www.moma.org/media/W1siZiIsIjY1ODEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=28ab49ce8962f26e,,,,8.9,,,61.0,,,221.91327044306342
518,"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of classroom building",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Charcoal on tracing paper,"18 x 26"" (45.7 x 66 cm)",Gift of the architect,420.1967,Architecture,Architecture & Design,1967-04-11,Y,594,http://www.moma.org/collection/works/594,http://www.moma.org/media/W1siZiIsIjY1ODIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=06a72427809d38fa,,,,45.7,,,66.0,,,206.16683559019674
519,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California, (Elevation of laboratory)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1961,Ink on tracing paper,"12 x 30 3/4"" (30.5 x 78.1 cm)",Gift of the architect,421.1964,Architecture,Architecture & Design,1964-04-14,Y,595,http://www.moma.org/collection/works/595,http://www.moma.org/media/W1siZiIsIjY1OTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d4850c14f895ff43,,,,8.9,,,55.9,,,220.3045777942881
520,"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of classroom building",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Crayon on tracing paper,"12 x 13 1/4"" (30.5 x 33.7 cm)",Gift of the architect,421.1967,Architecture,Architecture & Design,1967-04-11,Y,596,http://www.moma.org/collection/works/596,http://www.moma.org/media/W1siZiIsIjY1OTciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0d8cca4a2097c664,,,,30.5,,,33.7,,,206.64563821330083
521,"Salk Institute for Biological Studies (laboratory, meeting house, and housing), La Jolla, California (Elevation of laboratory)",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),c. 1961,Ink on tracing paper,"12 x 25"" (30.5 x 63.5 cm)",Gift of the architect,422.1964,Architecture,Architecture & Design,1964-04-14,Y,597,http://www.moma.org/collection/works/597,http://www.moma.org/media/W1siZiIsIjY2MTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=930a3ca7a6fc9c48,,,,30.5,,,63.5,,,226.35564835278586
522,"Indian Institute of Managementm, Ahmedabad, India, Plan sketch of classroom building",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Charcoal and crayon on tracing paper,"12 x 16"" (30.5 x 40.6 cm)",Gift of the architect,422.1967,Architecture,Architecture & Design,1967-04-11,Y,598,http://www.moma.org/collection/works/598,http://www.moma.org/media/W1siZiIsIjY2MTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4802bc0af0c6368e,,,,30.5,,,40.6,,,189.61649473993393
524,"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of classroom building and dormitory",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Charcoal and tracing paper,"11 x 16 5/8"" (27.9 x 42.2 cm)",Gift of the architect,423.1967,Architecture,Architecture & Design,1967-04-11,Y,600,http://www.moma.org/collection/works/600,http://www.moma.org/media/W1siZiIsIjY2MjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=96240babadf3c4fe,,,,27.9,,,42.2,,,191.70818645157198
525,"Indian Institute of Management, Ahmedabad, India, Plan sketch of classroom building",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Charcoal and graphite on tracing paper,"18 1/8 x 26 3/4"" (46 x 67.9 cm)",Gift of the architect,424.1964,Architecture,Architecture & Design,1964-04-14,Y,601,http://www.moma.org/collection/works/601,http://www.moma.org/media/W1siZiIsIjY2NTIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0e39e40d526ca04d,,,,46.0,,,67.9,,,191.50494614221796
526,"Indian Institute of Management, Ahmedabad, India, Elevation sketch of House",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1963,Charcoal on tracing paper,"Sheet 11 1/8 x 18"" (28.2 x 45.7 cm)",Gift of the architect,424.1967,Architecture,Architecture & Design,1967-04-11,Y,602,http://www.moma.org/collection/works/602,http://www.moma.org/media/W1siZiIsIjY2NTQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c160e9c0b93c8820,,,,28.2,,,45.7,,,194.4625328438773
527,"Maison de la Publicité Project, Paris, France (Exterior perspective)","Oscar Nitzchke, Hugo Herdeg","4312, 8841","(American, born Germany. 1900–1991) (Swiss, 1909–1953)",(American) (Swiss),(1900) (1909),(1991) (1953),(Male) (Male),1936,"Gouache, ink, and cut-and-pasted printed paper on photograph mounted on canvas","28 1/4 x 20"" (71.8 x 50.8 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.1,Architecture,Architecture & Design,1976-10-22,Y,603,http://www.moma.org/collection/works/603,http://www.moma.org/media/W1siZiIsIjExODIxMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fa3ebee118fbefe7,,,,71.7551,,,50.8001,,,89.20853538699176
528,"Maison de la Publicité Project, Paris, France (Plan of floor nine with display workshop)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.10,Architecture,Architecture & Design,1976-10-22,Y,605,http://www.moma.org/collection/works/605,http://www.moma.org/media/W1siZiIsIjY2NTkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=30cbf44f322def8a,,,,71.1201,,,52.0701,,,203.33275452949195
529,"Maison de la Publicité Project, Paris, France (Plan of penthouse)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.11,Architecture,Architecture & Design,1976-10-22,Y,606,http://www.moma.org/collection/works/606,http://www.moma.org/media/W1siZiIsIjY2NjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1c1e89c0423155a0,,,,71.1201,,,52.0701,,,202.6902697095129
530,"Maison de la Publicité Project, Paris, France (Exterior and interior perspective of upper floors and workshop)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.12,Architecture,Architecture & Design,1976-10-22,Y,607,http://www.moma.org/collection/works/607,http://www.moma.org/media/W1siZiIsIjY2NjMiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=1bbf2bd57759bb0a,,,,71.1201,,,52.0701,,,187.6973661572416
531,"Maison de la Publicité Project, Paris, France (Elevation)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1934-36,"Ink, color pencil, gouache, and graphite on lithograph on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.2,Architecture,Architecture & Design,1976-10-22,Y,608,http://www.moma.org/collection/works/608,http://www.moma.org/media/W1siZiIsIjIyMTY4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9529f45094424739,,,,71.1201,,,52.0701,,,180.12281161167286
532,"Maison de la Publicité Project, Paris, France (Perspective of entry and exhibition space)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on sprial-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.3,Architecture,Architecture & Design,1976-10-22,Y,609,http://www.moma.org/collection/works/609,http://www.moma.org/media/W1siZiIsIjY2NjYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c9ed1f8ee75c0f4e,,,,71.1201,,,52.0701,,,198.40608919918333
533,"Maison de la Publicité Project, Paris, France (Section)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on sprial-notebook card stock","Each: 28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.4,Architecture,Architecture & Design,1976-10-22,Y,610,http://www.moma.org/collection/works/610,http://www.moma.org/media/W1siZiIsIjY2NjciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=8fc632a39c38f8d7,,,,71.1201,,,52.0701,,,190.34486730401346
534,"Maison de la Publicité Project, Paris, France (Plan of basement newsreel theater)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.5,Architecture,Architecture & Design,1976-10-22,Y,611,http://www.moma.org/collection/works/611,http://www.moma.org/media/W1siZiIsIjY2NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=0731985af1445335,,,,71.1201,,,52.0701,,,199.15142510548895
535,"Maison de la Publicité Project, Paris, France (Plan of entrance level with bar and exhibition space)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on sprial-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.6,Architecture,Architecture & Design,1976-10-22,Y,612,http://www.moma.org/collection/works/612,http://www.moma.org/media/W1siZiIsIjY2NjkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fe1c320c0d642e9f,,,,71.1201,,,52.0701,,,198.01009082286677
536,"Maison de la Publicité Project, Paris, France (Plan of mezzanine-level theater)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on sprial-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.7,Architecture,Architecture & Design,1976-10-22,Y,613,http://www.moma.org/collection/works/613,http://www.moma.org/media/W1siZiIsIjY2NzAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=9578ac3cf74bbe15,,,,71.1201,,,52.0701,,,199.58193644745964
537,"Maison de la Publicité Project, Paris, France (Cut-away axonometric)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.8,Architecture,Architecture & Design,1976-10-22,Y,614,http://www.moma.org/collection/works/614,http://www.moma.org/media/W1siZiIsIjY2NzEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=433aff501f018981,,,,71.1201,,,52.0701,,,188.66702515956734
538,"Maison de la Publicité Project, Paris, France (Plan of floors three through eight)",Oscar Nitzchke,4312,"(American, born Germany. 1900–1991)",(American),(1900),(1991),(Male),1936,"Ink, color pencil, gouache, and graphite on spiral-notebook card stock","28 x 20 1/2"" (71.1 x 52.1 cm)","Gift of Lily Auchincloss, Barbara Jakobson, and Walter Randel",424.1976.9,Architecture,Architecture & Design,1976-10-22,Y,615,http://www.moma.org/collection/works/615,http://www.moma.org/media/W1siZiIsIjY2NzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=355ab6ae7be49b4e,,,,71.1201,,,52.0701,,,192.38986242775735
539,"Indian Institute of Management, Ahmedabad, India, Plan and elevation sketches of dormitory",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Charcoal on tracing paper,"11 7/8 x 17 3/4"" (30.2 x 45.1 cm)",Gift of the architect,425.1967,Architecture,Architecture & Design,1967-04-11,Y,616,http://www.moma.org/collection/works/616,http://www.moma.org/media/W1siZiIsIjY2ODQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=3646dd0a4e973ea9,,,,30.2,,,45.1,,,196.92457321158375
540,"Haystack Mountain School of Crafts, Deer Isle, Maine, Oblique elevation",Edward Larrabee Barnes,6966,"(American, 1915–2004)",(American),(1915),(2004),(Male),1962,Graphite on tracing paper,"11 1/2 x 36 3/4"" (29.2 x 93.3 cm)",Gift of the architect,425.1992,Architecture,Architecture & Design,1992-10-21,Y,617,http://www.moma.org/collection/works/617,http://www.moma.org/media/W1siZiIsIjY2OTEiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=cff81aee8a0a422e,,,,29.2,,,93.3,,,219.084056856203
541,"Indian Institute of Management, Ahmedabad, India, Perspective drawing of dormitories",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Ink and graphite on tracing paper,"12 x 18"" (30.5 x 45.7 cm)",Gift of the architect,426.1967,Architecture,Architecture & Design,1967-04-11,Y,618,http://www.moma.org/collection/works/618,http://www.moma.org/media/W1siZiIsIjY2OTgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=db37ecd92ce063e5,,,,30.5,,,45.7,,,200.25121609049566
542,"The Hague City Hall, project, The Hague, The Netherlands, Exterior perspective","Rem Koolhaas, Götz Keller, Willem Jan Neutelings, Brigitte Kochta, Marty Kohn, Luc Reuse, Ron Steiner, Jeroen Thomas, Garciella Torre","6956, 8173, 8177, 8178, 8174, 8179, 7579, 8175, 8176","(Dutch, born 1944) (German, born 1958) (Dutch, born 1959) (German, born 1958) (Canadian, born 1953) (Belgian, born 1955) (American, born 1952) (Dutch, born 1952) (Spanish, born 1959)",(Dutch) (German) (Dutch) (German) (Canadian) (Belgian) (American) (Dutch) (Spanish),(1944) (1958) (1959) (1958) (1953) (1955) (1952) (1952) (1959),(0) (0) (0) (0) (0) (0) (0) (0) (0),(Male) () (Male) (Female) (Male) (Male) (Male) (Male) (Female),1987,Pastel and graphite on paper,"62 x 81"" (157.5 x 205.7 cm)",Purchase,426.1992,Architecture,Architecture & Design,1992-10-21,Y,619,http://www.moma.org/collection/works/619,http://www.moma.org/media/W1siZiIsIjY3MDUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=92cc1402b83580cc,,,,157.5,,,205.7,,,154.22898138530067
543,"Philadelphia College of Art, project, Philadelphia, Pennsylvania, Elevation sketch",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1964,Charcoal on tracing paper,"12 x 18 1/4"" (30.5 x 46.4 cm)",Gift of the architect,427.1967,Architecture,Architecture & Design,1967-04-11,Y,620,http://www.moma.org/collection/works/620,http://www.moma.org/media/W1siZiIsIjY3MTYiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=c3ee413abf95a2c4,,,,30.5,,,46.4,,,199.07850586901768
544,"Helix City Project, Tokyo, Japan, Plan",Kisho Kurokawa,6967,"(Japanese, 1934–2007)",(Japanese),(1934),(2007),(Male),1961,Cut-and-pasted gelatin silver photographs and ink on cut-and-pasted tracing paper on paper,"21 1/2 x 17 1/2"" (54.6 x 44.5 cm)",Gift of the architect,427.1992,Architecture,Architecture & Design,1992-10-21,Y,621,http://www.moma.org/collection/works/621,http://www.moma.org/media/W1siZiIsIjY3MjAiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=27b09f97200527f7,,,,54.6,,,44.5,,,209.0924427942086
545,"Philadelphia College of Art, project, Philadelphia, Pennsylvania, Site-plan and elevation sketches",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1965,Charcoal on tracing paper,"12 x 20 3/4"" (30.5 x 52.7 cm)",Gift of the architect,428.1967,Architecture,Architecture & Design,1967-04-11,Y,622,http://www.moma.org/collection/works/622,http://www.moma.org/media/W1siZiIsIjY3MzIiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=fcfdbeb570f7f49b,,,,30.5,,,52.7,,,197.5952767455171
546,"Floating City, project, Kasumigaura, Japan, Plan",Kisho Kurokawa,6967,"(Japanese, 1934–2007)",(Japanese),(1934),(2007),(Male),1961,Ink and graphite on printed map,"32 1/2 x 22 5/8"" (82.6 x 57.5 cm)",Gift of the architect,428.1992,Architecture,Architecture & Design,1992-10-21,Y,623,http://www.moma.org/collection/works/623,http://www.moma.org/media/W1siZiIsIjI1MTE5OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8e891063c56fdbf7,,,,82.6,,,57.5,,,210.367399978408
547,"Philadelphia College of Art, project, Philadelphia, Pennsylvania, Section sketch of studios",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1965,Charcoal on paper,"29 3/4 x 47 3/4"" (75.6 x 121.3 cm)",Gift of the architect,429.1967,Architecture,Architecture & Design,1967-04-11,Y,624,http://www.moma.org/collection/works/624,http://www.moma.org/media/W1siZiIsIjY3NDQiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=090b07afb6822ca1,,,,75.6,,,121.3,,,221.55692325420137
548,"Parc de la Villette, Paris, France, Follies and Galleries, Isometrics",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1986,Gouache and color ink on gelatin silver photograph,"34 x 50"" (86.3 x 127 cm)",Purchase,429.1992,Architecture,Architecture & Design,1992-10-21,Y,625,http://www.moma.org/collection/works/625,http://www.moma.org/media/W1siZiIsIjY3NDkiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4287d3c848053cd7,,,,86.3,,,127.0,,,35.36725810857586
549,"Philadelphia College of Art, Project, Philadelphia, Pennsylvania, Site-plan sketch",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1965,Charcoal and graphite on tracing paper,"12 x 17 1/2"" (30.5 x 44.5 cm)",Gift of the architect,430.1967,Architecture,Architecture & Design,1967-04-11,Y,626,http://www.moma.org/collection/works/626,http://www.moma.org/media/W1siZiIsIjY3NTUiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=b05cdf96b0031c9a,,,,30.5,,,44.5,,,185.2136429999154
550,"Cathedral of St. John the Divine Project, New York City, New York, Section",Santiago Calatrava,6968,"(Spanish, born 1951)",(Spanish),(1951),(0),(Male),1992,Color pencil on tracing paper,"24 1/16 x 30"" (61.1 x 76.2 cm)",Gift of Lily Auchincloss,430.1992,Architecture,Architecture & Design,1992-10-21,Y,627,http://www.moma.org/collection/works/627,http://www.moma.org/media/W1siZiIsIjY3NjgiXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=d6d4f2775e3e8900,,,,61.1,,,76.2,,,212.0076525673861
551,"Philadelphia College of Art, project, Philadelphia, Pennsylvania, Elevation sketches of library tower",Louis I. Kahn,2964,"(American, born Estonia. 1901–1974)",(American),(1901),(1974),(Male),1965,Crayon on tracing paper,"12 x 12 3/4"" (30.5 x 32.4 cm)",Gift of the architect,431.1967,Architecture,Architecture & Design,1967-04-11,Y,628,http://www.moma.org/collection/works/628,http://www.moma.org/media/W1siZiIsIjY3NzciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=22a5157a3c0e1d77,,,,30.5,,,32.4,,,223.87750198898343
553,Beach House Project (Aerial perspective),Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1963,"Marker, graphite, and cut-and-pasted color reproduction on tracing paper","15 1/2 x 21 7/8"" (39.4 x 55.6 cm) (irreg.)",Philip Johnson Fund,432.1967,Architecture,Architecture & Design,1967-04-11,Y,630,http://www.moma.org/collection/works/630,http://www.moma.org/media/W1siZiIsIjY3ODciXSxbInAiLCJjb252ZXJ0IiwiLXJlc2l6ZSAzMDB4MzAwXHUwMDNlIl1d.jpg?sha=4810d793dcc64cda,,,,35.9,,,53.3,,,209.58299968857997
555,"Urban Renewal in New York Project, New York, New York, Aerial perspective",Hans Hollein,2705,"(Austrian, 1934–2014)",(Austrian),(1934),(2014),(Male),1964,Cut-and-pasted gelatin silver photograph on gelatin silver photograph,"8 1/8 x 10"" (20.6 x 25.4 cm)",Philip Johnson Fund,433.1967,Architecture,Architecture & Design,1967-04-11,Y,632,http://www.moma.org/collection/works/632,http://www.moma.org/media/W1siZiIsIjU2NzcyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d40f26acbf917388,,,,19.0,,,24.1,,,104.14163791573756
